,loss,hinge_accuracy
0,1.0237729224248973,0.4609375
1,1.0131903856073834,0.4609375
2,1.0026337075291507,0.4609375
3,0.9917935285796309,0.4609375
4,0.9807877623795749,0.46484375
5,0.969718699062271,0.46875
6,0.9584317653095866,0.494140625
7,0.946934742879159,0.53515625
8,0.9355843399375074,0.59765625
9,0.9244033175497028,0.67578125
10,0.9139133756839399,0.744140625
11,0.9042776309347033,0.814453125
12,0.8951783947508619,0.865234375
13,0.8868794431315049,0.8984375
14,0.8791086457360151,0.916015625
15,0.871845785392483,0.931640625
16,0.8653209155316861,0.94140625
17,0.8590427668264272,0.951171875
18,0.853324428436172,0.962890625
19,0.8482970878089843,0.96484375
